分野,サービス分類,キーワード,サービス名称,対象者,開始日,終了日,期間備考,無料/有料,導入支援有無,企業等,詳細,発表日付,URL,情報源,情報源にCFJと記載されているものは、CFJが収集したデータであり、CFJが作成したり責任を持って提供する情報では有りません。情報の利用は、各利用者の判断でお願いします。
"医療、福祉, 生活関連サービス、娯楽, 宿泊、飲食サービス",サービス提供,感染症予防,感染症予防対策支援用AIソフトの無償提供,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",2020/3/5,2020/4/15,,無料,,株式会社 Lightblue Technology,新型コロナウイルス感染症の感染拡大のリスク軽減のため、マスク着用チェック、手洗い時間判定AIを開発しました。2020年3月5日から4月15日まで、ソフトウェアを無償で提供いたします。,3/19/2020,https://prtimes.jp/main/html/rd/p/000000018.000038247.html,その他,その他サービス
ワークスタイル（テレワーク含む）,サービス提供,テレワークセキュリティ業務支援ツール,Basic　IPCC（インターネット無断接続防止ツール）,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",2020/3/18,2020/5/31,,無料,,株式会社ベーシック,Basic IPCCは、既設のVPNと組み合わせることでWindowsPCの社外持出し時でも社内と同等のセキュリティポリシーでの運用を可能にし、安全、低コストでテレワーク環境を準備出来るテレワークセキュリティ支援ツールです。,3/19/2020,https://www.basic.co.jp/basic-security/detail/ipcc.html,テレワーク・デイズ登録企業,情報通信
医療、福祉,サービス提供,鍼灸・マッサージ,訪問鍼灸マッサージ,個人,2020/1/6,,決まってない。,その他,,SOSEI　Tech株式会社,健康保険を使った訪問鍼灸マッサージ,3/19/2020,https://amare.yokohama/,その他,医療、福祉
ワークスタイル（テレワーク含む）,サービス提供,テレワーク,テレワークサービス導入支援,企業等,2020/3/2,2020/8/31,,無料,,株式会社ENSOU,"テレワーク導入を検討している中小企業に対して、導入サービスの選定や教育等、導入時のサポートを行います。
",3/19/2020,https://www.ensouinc.com/,その他,"情報通信, 卸売、小売"
教育・学習支援,その他,オンラインTOEIC模擬試験,SANTA TOEICが提供する「オンラインTOEIC模擬試験」,個人,2020/3/6,2020/3/24,"応募期間は3月13日(金)13:00〜3月24日(火)15:00まで。
試験実施日は4月4日(土)と4月5日(日)、それぞれ13:00〜15:00と19:00〜21:00の計4回を予定しております
",無料,,株式会社Langoo,インターネットに接続されたパソコンで所定の時間内に問題を解いていただくTOEIC模擬試験です。TOEICテスト開発元ETS公式の教材ではございませんが、TOEIC学習アプリ「SANTA TOEIC」を提供する当社が本番のテスト形式で作成したオリジナルの問題を使用します。,3/19/2020,https://corp.langoo.ooo/news_pr_202003013,その他,情報通信
教育・学習支援,サービス提供,学習教材,学校用教材の公開（明治図書出版）,"個人, 教育機関",2020/3/2,2020/4/5,,無料,,明治図書出版株式会社,小・中学生の学校用教材を出版している明治図書出版(株)は、このたびの臨時休校にあたって学習習慣を継続させるための学校サポートの一環として下記コンテンツを公開いたします。 学習範囲や、普段学校で使用されている教材に適合した、学校教材を専門に出版している当社ならではの豊富なプリントなどを提供いたします。 通常は当社教材を購入されている先生のみが使用されている教材ですが、すべての先生がご利用いただけるようになっております。,3/19/2020,https://www.meijitosho.co.jp/info/?id=20200152,ICT CONNECT21,教育、学習支援
教育・学習支援,サービス提供,オンラインプログラミング学習支援ツール,code room,"個人, 企業等, 教育機関",2020/3/23,,終了時期未定,無料,,株式会社Miraie,"プログラミングを教えることに最適化されたツールです。
リアルタイムに共同編集できるエディターとチャットで隣で教えあっているような質問、教育環境を実現します。",3/19/2020,https://code-room.io,その他,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,簡単テレビ会議システムLoopGate,"個人, 企業等, 教育機関, 医療機関, 福祉施設, 行政機関",2020/3/13,,,その他,,ギンガシステム株式会社,簡単テレビ会議システム『LoopGate1002』は会議・打合せ等にご利用のほか、研修やイベント配信などにも活用され、テレワーク・在宅勤務など時間や場所にとらわれずに業務を遂行できる勤務形態を実現します。,3/19/2020,https://loopgate.jp/information/release/3235/,テレワーク・デイズ登録企業,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,新入社員研修,簡単テレビ会議システムLoopGate,"個人, 企業等, 教育機関, 医療機関, 福祉施設, 行政機関",2020/3/16,,,その他,,ギンガシステム株式会社,新入社員研修について、集合型式から遠隔会議型式に変更を検討している企業に、「新入社員研修のためのテレビ会議システム」の導入支援を実施いたします。,3/19/2020,https://loopgate.jp/information/release/3251/,テレワーク・デイズ登録企業,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,簡単テレビ会議システムLoopGate,"個人, 企業等, 教育機関, 医療機関, 福祉施設, 行政機関",2020/3/17,,,その他,,ギンガシステム株式会社,中止や延期を予定されております各種会議・イベントにおいて、テレビ会議システムを一時的に利用されるお客様を支援いたします。,3/19/2020,https://loopgate.jp/information/release/3265/,テレワーク・デイズ登録企業,情報通信
医療、福祉,サービス提供,リハビリ,自宅でできる介護リハビリ,"福祉施設, 行政機関",2020/3/18,2020/4/30,状況次第で延長,無料,,Rehab for JAPAN,新型コロナウイルスの感染拡大に伴うデイサービスの休止等の影響で、これまで通りの介護・リハビリを受けられなくなった利用者の運動不足解消・身体機能低下防止を支援するため、「自宅でできる介護リハビリ」の提供を開始,3/19/2020,https://keeprehab.rehaplan.jp,その他,"情報通信, 医療、福祉"
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,Webex by BT,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",2020/3/19,,開始から90日,割引,,BTジャパン株式会社,Webexをグローバルに活用を希望するお客様への特別プラン,3/19/2020,https://www.globalservices.bt.com/en,情報通信ネットワーク産業協会（CIAJ）,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,GlobalMeet コラボレーション,企業等,,,3月末までの申し込み及びキャンペーン適用で1カ月無料または特別ディスカウント（申込期間延長対応の可能性あり）,割引,,プレミアコンファレンシング株式会社,"テレワークやオンライン面接等に活用できる Web会議・電話会議サービス「GlobalMeet® コラボレーション」が1カ月無料または特別ディスカウントになるキャンペーン実施中です。
 【誰でもすぐ簡単に使える】【安定した⾳声・ノイズ抑制】【選べる接続方法・料金プラン】が特徴です。
 全社導入などにおすすめのリーズナブルなプランもあります。お気軽にご相談ください。",3/18/2020,https://premiere-marketing.jp/news/200220_news-release_gm_campaign.html,テレワーク・デイズ登録企業,その他サービス
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,オンラインイベント,GlobalMeet ウェブキャスト,企業等,,,3月末までの申し込み及びキャンペーン適用で1カ月無料（申込期間延長対応の可能性あり）,割引,,プレミアコンファレンシング株式会社,"インストール不要で簡単にウェビナーなどのオンラインイベント配信が可能な 「GlobalMeet® ウェブキャスト」が１カ⽉無料になるキャンペーン実施中です。
 「急遽、対面のイベントが中止・延期になってこまっている」 「社内へ一斉アナウンスを行いたい」等、ぜひご相談ください。
 定額制のライセンスプランと、単発のスポットプランがあります。また設定から機材までサポートするプランもあります。",3/18/2020,https://premiere-marketing.jp/news/200220_news-release_gm_campaign.html,テレワーク・デイズ登録企業,その他サービス
その他,サービス提供,InstagramPRツール,Buffet(ブッフェ),"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",2020/3/18,,申し込み締め切り：4月10日、利用開始から1ヶ月間無償提供,無料,,株式会社ライスカレー製作所,インフルエンサーPRから広告運用まで自動運用で一括管理できるInstagramマーケティングツール,3/18/2020,https://lp.buffet-ricecurry.com/,その他,その他サービス
ワークスタイル（テレワーク含む）,サービス提供,テレワーク,秘文 Endpoint Protection Service（ネットワーク制御単体版）,すべて対象,2020/4/1,2020/6/30,特になし,無料,,株式会社日立ソリューションズ,テレワークを導入する企業に対し、安全なテレワーク業務の遂行を実現するため情報漏洩防止サービスを提供する。,3/18/2020,https://www.hitachi-solutions.co.jp/hibun/sp/,その他,情報通信
医療、福祉,サービス提供,AI、医療・福祉,「マスク着用」「手洗い時間」声掛けAI,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",2020/3/5,2020/4/15,,無料,,株式会社Lightblue Technology,"新型コロナウイルス感染症の感染拡大のリスク防止のため、「マスク着用」「手洗い時間」声掛けAIを開発致しました。「マスク着用声掛けAI」は物体検出によりマスクをしているかの判定が可能です。「手洗い時間声掛けAI」は骨格の動きから手を洗っている時間の判定が可能です。
 ノートパソコンとwebカメラをご用意ください。ご用意が難しい場合、ノートパソコンとwebカメラにつきまして、有償での貸し出しも可能です。",3/18/2020,https://prtimes.jp/main/html/rd/p/000000018.000038247.html,その他,"情報通信, 医療、福祉"
ワークスタイル（テレワーク含む）,サービス提供,テレワーク,大臣スマート打刻サービス,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",,,利用開始から６０日間,無料,,応研株式会社,PC、タブレット、スマートフォンを使って打刻を行い、クラウド上で打刻データを管理できるサービスです。打刻データはクラウド上にアップロードされ、インターネットに接続されている環境であればどこからでも確認が可能です。,3/19/2020,http://www.ohken.co.jp/product/dsd/,コンピュータソフトウェア協会,情報通信
"医療、福祉, 生活関連サービス、娯楽, 宿泊、飲食サービス",サービス提供,感染症予防,感染症予防対策支援用AIソフトの無償提供,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",2020/3/5,2020/4/15,,無料,,株式会社 Lightblue Technology,新型コロナウイルス感染症の感染拡大のリスク軽減のため、マスク着用チェック、手洗い時間判定AIを開発しました。2020年3月5日から4月15日まで、ソフトウェアを無償で提供いたします。,3/19/2020,https://prtimes.jp/main/html/rd/p/000000018.000038247.html,その他,その他サービス
ワークスタイル（テレワーク含む）,サービス提供,テレワークセキュリティ業務支援ツール,Basic IPCC（インターネット無断接続防止ツール）,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",2020/3/18,2020/5/31,,無料,,株式会社ベーシック,Basic IPCCは、既設のVPNと組み合わせることでWindowsPCの社外持出し時でも社内と同等のセキュリティポリシーでの運用を可能にし、安全、低コストでテレワーク環境を準備出来るテレワークセキュリティ支援ツールです。,3/19/2020,https://www.basic.co.jp/basic-security/detail/ipcc.html,テレワーク・デイズ登録企業,情報通信
医療、福祉,サービス提供,鍼灸・マッサージ,訪問鍼灸マッサージ,個人,2020/1/6,,決まってない。,その他,,SOSEI Tech株式会社,健康保険を使った訪問鍼灸マッサージ,3/19/2020,https://amare.yokohama/,その他,医療、福祉
ワークスタイル（テレワーク含む）,サービス提供,テレワーク,テレワークサービス導入支援,企業等,2020/3/2,2020/8/31,,無料,,株式会社ENSOU,テレワーク導入を検討している中小企業に対して、導入サービスの選定や教育等、導入時のサポートを行います。,3/19/2020,https://www.ensouinc.com/,その他,"情報通信, 卸売、小売"
教育・学習支援,その他,オンラインTOEIC模擬試験,SANTA TOEICが提供する「オンラインTOEIC模擬試験」,個人,2020/3/6,2020/3/24,"応募期間は3月13日(金)13:00〜3月24日(火)15:00まで。
 試験実施日は4月4日(土)と4月5日(日)、それぞれ13:00〜15:00と19:00〜21:00の計4回を予定しております",無料,,株式会社Langoo,インターネットに接続されたパソコンで所定の時間内に問題を解いていただくTOEIC模擬試験です。TOEICテスト開発元ETS公式の教材ではございませんが、TOEIC学習アプリ「SANTA TOEIC」を提供する当社が本番のテスト形式で作成したオリジナルの問題を使用します。,3/19/2020,https://corp.langoo.ooo/news_pr_202003013,その他,情報通信
教育・学習支援,サービス提供,学習教材,学校用教材の公開（明治図書出版）,"個人, 教育機関",2020/3/2,2020/4/5,,無料,,明治図書出版株式会社,小・中学生の学校用教材を出版している明治図書出版(株)は、このたびの臨時休校にあたって学習習慣を継続させるための学校サポートの一環として下記コンテンツを公開いたします。 学習範囲や、普段学校で使用されている教材に適合した、学校教材を専門に出版している当社ならではの豊富なプリントなどを提供いたします。 通常は当社教材を購入されている先生のみが使用されている教材ですが、すべての先生がご利用いただけるようになっております。,3/19/2020,https://www.meijitosho.co.jp/info/?id=20200152,ICT CONNECT21,教育、学習支援
教育・学習支援,サービス提供,オンラインプログラミング学習支援ツール,code room,"個人, 企業等, 教育機関",2020/3/23,,終了時期未定,無料,,株式会社Miraie,"プログラミングを教えることに最適化されたツールです。
 リアルタイムに共同編集できるエディターとチャットで隣で教えあっているような質問、教育環境を実現します。",3/19/2020,https://code-room.io,その他,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,簡単テレビ会議システムLoopGate,"個人, 企業等, 教育機関, 医療機関, 福祉施設, 行政機関",2020/3/13,,,その他,,ギンガシステム株式会社,簡単テレビ会議システム『LoopGate1002』は会議・打合せ等にご利用のほか、研修やイベント配信などにも活用され、テレワーク・在宅勤務など時間や場所にとらわれずに業務を遂行できる勤務形態を実現します。,3/19/2020,https://loopgate.jp/information/release/3235/,テレワーク・デイズ登録企業,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,新入社員研修,簡単テレビ会議システムLoopGate,"個人, 企業等, 教育機関, 医療機関, 福祉施設, 行政機関",2020/3/16,,,その他,,ギンガシステム株式会社,新入社員研修について、集合型式から遠隔会議型式に変更を検討している企業に、「新入社員研修のためのテレビ会議システム」の導入支援を実施いたします。,3/19/2020,https://loopgate.jp/information/release/3251/,テレワーク・デイズ登録企業,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,簡単テレビ会議システムLoopGate,"個人, 企業等, 教育機関, 医療機関, 福祉施設, 行政機関",2020/3/17,,,その他,,ギンガシステム株式会社,中止や延期を予定されております各種会議・イベントにおいて、テレビ会議システムを一時的に利用されるお客様を支援いたします。,3/19/2020,https://loopgate.jp/information/release/3265/,テレワーク・デイズ登録企業,情報通信
医療、福祉,サービス提供,リハビリ,自宅でできる介護リハビリ,"福祉施設, 行政機関",2020/3/18,2020/4/30,状況次第で延長,無料,,Rehab for JAPAN,新型コロナウイルスの感染拡大に伴うデイサービスの休止等の影響で、これまで通りの介護・リハビリを受けられなくなった利用者の運動不足解消・身体機能低下防止を支援するため、「自宅でできる介護リハビリ」の提供を開始,3/19/2020,https://keeprehab.rehaplan.jp,その他,"情報通信, 医療、福祉"
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,Webex by BT,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",2020/3/19,,開始から90日,割引,,BTジャパン株式会社,Webexをグローバルに活用を希望するお客様への特別プラン,3/19/2020,https://www.globalservices.bt.com/en,情報通信ネットワーク産業協会（CIAJ）,情報通信
教育・学習支援,サービス提供,自宅学習支援,Adobe Creative Cloud自宅からの無償アクセス,"個人, 教育機関",2020/3/21,2020/5/31,,無料,,アドビ システムズ 株式会社,PC教室などの共有環境のみでCreative Cloudにアクセスできる初等中等および高等教育機関にご所属の児童・生徒・学生と教職員を対象に、追加費用なしで自宅からのアクセス権を付与します。,3/20/2020,https://helpx.adobe.com/jp/enterprise/kb/covid-19-education-labs.html,ICT CONNECT21,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,Web会議向け議事録作成支援ツールの無償提供,"企業等, 行政機関",2020/3/9,2020/4/30,,無料,,株式会社 Lightblue Technology,"音声から文字起こしを行い、会議内容のリアルタイムでの記録や会議議事録の作成時間短縮＆業務効率化が可能になります。
 ・リアルタイムな処理が可能です(https://youtu.be/_RrM8jsD79o)
 ・音声ファイルのアップロードも可能です(https://youtu.be/g-WOIBB87Y0)",3/20/2020,https://www.lightblue-tech.com/,その他,その他サービス
コミュニケーション,サービス提供,テレワーク,インターネットVPNアクセス,企業等,2020/3/23,2020/5/31,新規開通から最大3カ月,無料,,ソフトバンク株式会社,"PC、iPhone、iPad等のマルチデバイスからお客様社内システムへの リモートアクセス を実現するサービス『インターネットVPNアクセス』を、新規開通から最大3カ月無償でご提供いたします。
 （条件についてはURLよりご確認ください）",3/20/2020,https://tm.softbank.jp/telework/,電気通信事業者協会（TCA）,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,ビジネス・コンシェル デバイスマネジメント/ビジネス・コンシェルワークエコ,企業等,2020/4/1,2021/3/31,,割引,,ソフトバンク株式会社,"ソフトバンクが自社開発したクラウド型のMDMサービス『ビジネス・コンシェル デバイスマネジメント』と働き方支援サービス『ビジネス・コンシェル ワークエコ』の2つのサービスを、解約まで1ID 400円／月 でご提供いたします。
 （条件についてはURLよりご確認ください）",3/20/2020,https://tm.softbank.jp/telework/,電気通信事業者協会（TCA）,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,Zimperium,企業等,2020/3/23,2020/5/31,新規開通から最大3カ月,無料,,ソフトバンク株式会社,"AI搭載の独自の脅威検出エンジンで未知の攻撃の検知に対応可能なセキュリティサービス『Zimperium』を、新規開通から最大3カ月無償でご提供いたします。
 （条件についてはURLよりご確認ください）",3/20/2020,https://tm.softbank.jp/telework/,電気通信事業者協会（TCA）,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,UniTalk/O365/スマートフォン,企業等,2020/3/4,2020/8/25,課金開始から1年間,割引,,ソフトバンク株式会社,"ソフトバンクのスマホ利用者限定で、Microsoft Teamsと連携した様々なデバイスから発着信可能なソフトバンクの音声サービス『Unitalk』と、O365対象プランの同時申込で、スマホを含むトータル利用料を 3,950円～／月 でご提供いたします。
 （条件についてはURLよりご確認ください）",3/20/2020,https://tm.softbank.jp/telework/,電気通信事業者協会（TCA）,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,Dialpad,企業等,2020/3/2,2020/3/31,,無料,,ソフトバンク株式会社,"すべてのコミュニケーションを一箇所に統合するユニファイドコミュニケーションサービス『Dialpad』を、3月末まで無償でご提供いたします。
 （条件についてはURLよりご確認ください）",3/20/2020,https://tm.softbank.jp/telework/,電気通信事業者協会（TCA）,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,G Suite,企業等,,2020/7/1,,無料,,ソフトバンク株式会社,"クラウド型グループウェア『G Suite』のご利用の方限定で、契約プランに関係なくHangouts MeetのEnterpriseプラン機能をご利用いただけます。
 （条件についてはURLよりご確認ください）",3/20/2020,https://tm.softbank.jp/telework/,電気通信事業者協会（TCA）,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,PrimeDrive,企業等,,,1カ月,無料,,ソフトバンク株式会社,"ビジネスに最適な、セキュリティと利便性を両立したソフトバンクのオンラインストレージ『PrimeDeive』のトライアル環境を1カ月無償でご提供いたします。
 （条件についてはURLよりご確認ください）",3/17/2020,https://tm.softbank.jp/telework/,電気通信事業者協会（TCA）,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,LINE WORKS,企業等,,,,無料,,ソフトバンク株式会社,"１つのアプリで、企業でも安心して使える法人向け管理機能とセキュリティを備えたビジネスチャットのクラウドサービス『LINE WORKS』のお試しFreeプランをご提供いたします。
 （条件についてはURLよりご確認ください）",3/20/2020,https://tm.softbank.jp/telework/,電気通信事業者協会（TCA）,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,Zoom/スマートフォン,企業等,2020/3/10,2020/6/30,,割引,,ソフトバンク株式会社,"世界中で選ばれているクラウド型のWeb会議サービス『Zoom』と、モバイルを同時に申込いただいたお客様限定で、ビジネス・エンタープライズプラン（2,980円／1ライセンス／月）を2,480円／1ライセンス／月でご提供いたします。
 （条件についてはURLよりご確認ください）",3/20/2020,https://tm.softbank.jp/telework/,電気通信事業者協会（TCA）,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,PrimeMeeting,企業等,,,2週間,無料,,ソフトバンク株式会社,"ビデオ会議/Web会議のメリットを融合したソフトバンクのクラウド型ビデオ会議サービス『PrimeMeeting』のトライアル環境を2週間無償でご提供いたします。
 （条件についてはURLよりご確認ください）",3/20/2020,https://tm.softbank.jp/telework/,電気通信事業者協会（TCA）,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,GlobalMeet コラボレーション,企業等,,,2週間,無料,,ソフトバンク株式会社,"高い音質とビデオ会議機能を備えた「定額制の電話会議」サービス『GlobalMeetコラボレーション』のトライアル環境を2週間無償でご提供いたします。
 （条件についてはURLよりご確認ください）",3/20/2020,https://tm.softbank.jp/telework/,電気通信事業者協会（TCA）,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,CLOUD SIGN,企業等,,,,無料,,ソフトバンク株式会社,"契約締結から契約書管理まで可能なクラウド型の電子契約サービス『CLOUD SIGN』のお試しFreeプランをご提供いたします。
 （条件についてはURLよりご確認ください）",3/20/2020,https://tm.softbank.jp/telework/,電気通信事業者協会（TCA）,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,SMART CATALOG,企業等,,,最大2カ月,無料,,ソフトバンク株式会社,"クラウドを活用した、コンテンツ制作・配信管理サービス『SMART CATALOG』のトライアル環境を最大2カ月無償でご提供いたします。
 （条件についてはURLよりご確認ください）",3/20/2020,https://tm.softbank.jp/telework/,電気通信事業者協会（TCA）,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,MOVIE LIBRARY,企業等,,,最大2カ月,無料,,ソフトバンク株式会社,"配信も視聴も管理もカンタンにできる、クラウド型動画共有SNSプラットフォーム『MOVIE LIBRARY』のトライアル環境を最大2カ月無償でご提供いたします。
 （条件についてはURLよりご確認ください）",3/20/2020,https://tm.softbank.jp/telework/,電気通信事業者協会（TCA）,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,Zscaler,企業等,,2020/7/10,新規開通から最大6カ月,無料,,ソフトバンク株式会社,"SSL復号とセキュリティチェックなど多様な機能を有し、それらすべてをクラウド設備側で行うため、低遅延でセキュアなアクセス統制を実現できる『Zscaler』を、導入一時金無償、かつ基本ライセンス費6カ月無償でご提供いたします。
 （条件についてはURLよりご確認ください）",3/20/2020,https://tm.softbank.jp/telework/,電気通信事業者協会（TCA）,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション",サービス提供,テレワーク,Alibaba Cloud 日本-中国間専用線,企業等,2020/3/23,2020/5/31,新規開通から最大3カ月,無料,,ソフトバンク株式会社,"日本と中国の間を低遅延でセキュアな環境で結ぶクラウド型ネットワークサービス『Alibaba Cloud 日本-中国間専用線』を、新規開通から最大3カ月無償でご提供いたします。
 （条件についてはURLよりご確認ください）",3/20/2020,https://tm.softbank.jp/telework/,電気通信事業者協会（TCA）,情報通信
ワークスタイル（テレワーク含む）,サービス提供,"テレワーク, Web会議",Web会議向け議事録作AIツールの無償提供,"企業等, 教育機関, 行政機関",2020/3/9,2020/4/30,３月９日から４月末日まで,無料,,株式会社 Lightblue Technology,"新型コロナウイルス対策に伴うテレワーク実施によるコミュニケーションの課題解決に寄与すべく、「Web会議向け議事録作成AIツール(＆音声ファイルのテキスト化)」を無償提供します。・以下のURLより、アカウント作成頂きましたら、すぐにご利用頂けます。
 https://transcription.lightblue-tech.com/",3/23/2020,https://youtu.be/_RrM8jsD79o,その他,その他サービス
ワークスタイル（テレワーク含む）,サービス提供,IOTに関する情報,iot,企業等,,,,,,株式会社コガネイ,機械部品関連メーカー,3/23/2020,http://www.koganei.co.jp,その他,"情報通信, その他"
ワークスタイル（テレワーク含む）,割引,テレワーク,古民家オフィス「みらいと奥出雲」の施設利用料無料について,"個人, 企業等",2020/3/18,2020/4/30,,無料,,奥出雲町,テレワーク推進事業の一つとして、起業創業支援施設「みらいと奥出雲」の施設利用料を期間限定で無料とします。,3/23/2020,https://www.town.okuizumo.shimane.jp/,その他,行政サービス等
"教育・学習支援, 生活関連サービス、娯楽, コミュニケーション",サービス提供,オンライン中継,インターネットライブ配信システム,"企業等, 教育機関",2020/3/18,2020/5/31,,無料,,株式会社インターネットイニシアティブ,コンサートやスポーツ大会など様々なイベントの映像やハイレゾ音源をインターネットでライブ配信するためのシステム,3/23/2020,https://www.iij.ad.jp/news/pressrelease/2020/0318.html,テレコムサービス協会（テレサ協）,情報通信
ワークスタイル（テレワーク含む）,サービス提供,テレワーク,法人向けBIGLOBE SIM,企業等,,,,その他,,ビッグローブ株式会社,テレワークを導入する企業に対して、社員向けにSIMを提供する。,3/23/2020,https://biz.biglobe.ne.jp/sim/index.html,テレコムサービス協会（テレサ協）,情報通信
ワークスタイル（テレワーク含む）,サービス提供,テレワーク,法人向けプリペイドSIM,企業等,,,,その他,,ビッグローブ株式会社,テレワークを導入する企業に対して、社員向けにSIMを提供する。 （今回限りの使いきりとして）,3/23/2020,https://biz.biglobe.ne.jp/sim/pre-paid/index.html,テレコムサービス協会（テレサ協）,情報通信
ワークスタイル（テレワーク含む）,サービス提供,テレワーク,法人向けルータ、スマホ,企業等,,,,その他,,ビッグローブ株式会社,テレワークを導入する企業に対して、社員向けにルータ、スマホ提供する。,3/23/2020,https://biz.biglobe.ne.jp/sim/device/index.html,テレコムサービス協会（テレサ協）,情報通信
ワークスタイル（テレワーク含む）,サービス提供,テレワーク,SIM対応VPNサービス,企業等,,,,その他,,ビッグローブ株式会社,テレワークを導入する企業に対して、自宅から社内ネットワークへのセキュアな環境を提供する,3/23/2020,https://biz.biglobe.ne.jp/sim/vpn.html,テレコムサービス協会（テレサ協）,情報通信
ワークスタイル（テレワーク含む）,サービス提供,テレワーク,BIGLOBE クラウドストレージ,企業等,,,,その他,,ビッグローブ株式会社,テレワークを導入する企業に対して、社員同士のファイル共有をセキュアな環境で提供する,3/23/2020,https://biz.biglobe.ne.jp/storage/index.html,テレコムサービス協会（テレサ協）,情報通信
ワークスタイル（テレワーク含む）,サービス提供,テレワーク,BIGLOBE リモートデスクトップ,企業等,,,,その他,,ビッグローブ株式会社,テレワークを導入する企業に対して、社内のパソコンにアクセスできる環境を提供する,3/23/2020,https://biz.biglobe.ne.jp/stb/index.html,テレコムサービス協会（テレサ協）,情報通信
ワークスタイル（テレワーク含む）,サービス提供,テレワーク,MDM(OptimalBiz）,企業等,,,,その他,,ビッグローブ株式会社,テレワークを導入する企業に対して、社員向けのPC・スマホの情報漏洩対策など端末管理を提供する,3/23/2020,https://biz.biglobe.ne.jp/mdm/index.html,テレコムサービス協会（テレサ協）,情報通信
ワークスタイル（テレワーク含む）,割引,テレワーク,TeamViewer（チームビューワー）,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",,2020/6/30,新型コロナウイルス対策期間限定,割引,,株式会社ラック,リモート接続ツール「TeamViewer」の商用サービス。コロナ感染防止対策のための期間限定の特別価格(10～45%引き)でご提供。,3/24/2020,https://www.lac.co.jp/service/product/teamviewer.html,地方版IoT推進ラボ事務局,行政サービス等
ワークスタイル（テレワーク含む）,サービス提供,テレワーク、リモートオフィス,リモートアクセス環境（SEIL、IIJ SMF sxサービス）,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",2020/3/13,2020/5/31,,無料,,株式会社インターネットイニシアティブ,最短で即日、リモートアクセスサーバ機能を備えたVPN機器（SEIL）を出荷します。,3/24/2020,https://www.iij.ad.jp/news/pressrelease/2020/0313.html,地方版IoT推進ラボ事務局,行政サービス等
"教育・学習支援, 生活関連サービス、娯楽, コミュニケーション",サービス提供,映像制作・ライブ配信支援,映像制作・ライブ配信支援,"個人, 企業等, 教育機関, 行政機関",2020/2/27,2020/4/30,,無料,,サンブリング株式会社,"・イベントの模様を撮影/編集しイベントムービーとして制作します
 ・入場者の制限されるイベントをYouTubeライブ等にてライブ配信致します
 京都府下の団体様向けに、撮影/編集/配信全て無償にて行います。",3/24/2020,https://www.tanpanstudio.com/vscovid19,その他,その他サービス
